Date,SP500 Price,SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC,Algo 1,Algo 2
2016-07-14,2163.75,-0.00033345643901970187,-0.013922804044412852,0.2088620862622908,-0.052696997559854915,-0.0033572709435945,0.0009510036559298
2016-07-15,2161.74,-0.011345032316788803,-0.025330415638699748,0.2100857668320815,-0.07042838962529932,-0.0005399559836403,0.0058065622509828
2016-07-18,2166.89,-0.015857344324495704,-0.02587791006744425,0.20646488022987297,-0.07439841996945071,0.0006939440889085,0.0026725793892161
2016-07-19,2163.78,-0.017952701224985504,-0.029804964079413847,0.2069723539473724,-0.1192887361738362,0.0052198359056873,-0.0042315833070213
2016-07-20,2173.02,-0.006062703570334703,-0.009867067521205749,0.199962253153286,-0.09142188501721321,-0.0010074204934684,0.0043929734654721
2016-07-21,2165.17,-0.010936190013151702,-0.010788740627171646,0.1929112319262023,-0.12080724447710742,0.005754431784488,-0.0016975376528651
2016-07-22,2175.03,0.00017902968974029682,0.0007691155768166539,0.21038853897421608,-0.09918632338418693,-0.0018966365114297,0.0086897381653197
2016-07-25,2168.48,-0.00025175892821004673,-0.005016470307701505,0.208585300302366,-0.0881051241130477,-0.0022794061982633,-0.0030328869808791
2016-07-26,2169.18,0.006417531234003853,0.0011196764542840947,0.19849915700764129,-0.06380126042216731,0.0054646746779449,0.0061558215864165
2016-07-27,2166.58,0.005198178214623854,0.010959352038523594,0.18481023662421017,-0.06385879819861333,0.001840132770231,0.0016296920519401
2016-07-28,2170.06,0.0037441006275256536,0.007688659391147494,0.1884020601755434,-0.06455238493465013,0.0024001074495755,-0.0005547326843062
2016-07-29,2173.6,-0.00277314912906962,0.0018928148345375945,0.1802721759711761,-0.11258001814055144,0.0051948954321536,0.0028498581806942
2016-08-01,2170.84,-0.00617563621688882,0.002518234722968794,0.1762020347780003,-0.11012168954581011,-0.0143062735793151,-0.0028114135845501
2016-08-02,2157.03,-0.030013736987767922,-0.006105582456258206,0.1523305006812612,-0.13317343961046352,0.0052461003041624,-0.0109408014381516
2016-08-03,2163.79,-0.021134445920955522,0.011548791777840794,0.14521953978372917,-0.13315565650742872,0.0028662447586346,0.0099996752700557
2016-08-04,2164.25,-0.023011682594665427,0.006722099336486594,0.1476181604542556,-0.15474894138610432,-0.0025032029259139,0.0015325129997473
2016-08-05,2182.87,-0.013589777712743422,0.010988471284367893,0.1739155570483563,-0.14444547508544692,0.0035961334897786,0.0041521011966256
2016-08-08,2180.89,-0.01831167052996832,-0.0002936170963734053,0.169854497295241,-0.1391309939400343,0.0043697387391057,-0.0011371501376079
2016-08-09,2181.74,-0.027364329236000722,0.005766864049610195,0.17605975066626978,-0.1364609793422785,0.0023934512688002,-0.0021783656410266
2016-08-10,2175.49,-0.027364329236000722,0.005766864049610195,0.17605975066626978,-0.1364609793422785,0.0022869828629568,-0.0068903178077424
2016-08-11,2185.79,-0.026975727226955324,0.00576315781641585,0.17488001767397518,-0.14067949581185982,-0.000708600180185,0.0048227835773913
2016-08-12,2184.05,-0.028658285386553323,0.01120690272429275,0.18520261483106978,-0.1370665577762619,-0.0014239998846769,0.0023888413888271
2016-08-15,2190.15,-0.026056880793485723,0.005457194230237451,0.1731989299475026,-0.1352426920978206,-0.0017918928920003,0.005976577892925
2016-08-16,2178.15,-0.020972673017804623,0.00881236349198335,0.18759700648224467,-0.15395230105157812,-0.0010680231523632,-0.0072621953423811
2016-08-17,2182.22,-0.012581269835437024,0.01660549799387765,0.2098829976202194,-0.1345231229989523,0.0008937376122844,-0.0013596886157343
